subject activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y tBodyGyroJerk-mean()-Z tBodyGyroJerk-std()-X tBodyGyroJerk-std()-Y tBodyGyroJerk-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tGravityAccMag-mean() tGravityAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroMag-mean() tBodyGyroMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAcc-meanFreq()-X fBodyAcc-meanFreq()-Y fBodyAcc-meanFreq()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyAccJerk-meanFreq()-X fBodyAccJerk-meanFreq()-Y fBodyAccJerk-meanFreq()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyGyro-meanFreq()-X fBodyGyro-meanFreq()-Y fBodyGyro-meanFreq()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyAccMag-meanFreq() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyAccJerkMag-meanFreq() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() fBodyBodyGyroMag-meanFreq() fBodyBodyGyroJerkMag-mean() fBodyBodyGyroJerkMag-std() fBodyBodyGyroJerkMag-meanFreq()
6 SITTING 0.2767784874545455 -0.0145911615290909 -0.1101277287090909 -0.9801649336363636 -0.9236821310909089 -0.9257970970909087 0.9336929349090911 0.0682628663363637 0.0695219657167273 -0.9888723692727275 -0.9608759947272726 -0.9554758323636361 0.0754721635223636 0.0000025564980000 0.0062372778209091 -0.9699294763636367 -0.9451436861818183 -0.9585729525454546 -0.0372442282830909 -0.0899083302550909 0.0854346006181819 -0.9573676818181820 -0.9441300447272729 -0.9396813509090911 -0.0936693524363636 -0.0333986700025455 -0.0465504310978182 -0.9437148047272725 -0.9617807263636365 -0.9587876712727270 -0.9495435312727276 -0.9315726556363640 -0.9495435312727276 -0.9315726556363640 -0.9627335019999999 -0.9481818278181814 -0.9327038121818181 -0.9212594727272727 -0.9629292278181818 -0.9501505718181820 -0.9753514547272730 -0.9282643654545456 -0.9357981152727269 -0.9824512847272725 -0.9256769560000003 -0.9257684756363640 0.0030469540436364 0.1233818297472727 0.0818455300187273 -0.9710374798181818 -0.9470708212727271 -0.9541997856363639 -0.9714887674545457 -0.9468800420000000 -0.9616365550909091 0.0999400617187273 -0.1509344594963636 -0.0913484667963636 -0.9396714005454545 -0.9438573930909090 -0.9347648954545457 -0.9634070465454543 -0.9449014703636363 -0.9473267978181823 0.1394095168727273 -0.1292392179509091 0.0438103632909091 -0.9357503912727271 -0.9395472029090907 0.1289020461527272 -0.9483486536363638 -0.9473047003636363 0.1718445198181818 -0.9297256792727275 -0.9295491416363636 0.0461735838090909 -0.9520345659999999 -0.9511966934545454 0.1218465019981818
6 STANDING 0.2803462485964913 -0.0181236327175439 -0.1121728319473684 -0.9817581596491229 -0.9214931917543862 -0.9256923719298250 0.9451390038596492 -0.2302510361403508 0.0139193473596492 -0.9855830668421047 -0.9684491012280702 -0.9427950622807018 0.0730699604561404 0.0087188399342105 -0.0048171224543860 -0.9731326357894737 -0.9493622770175437 -0.9675472417543858 -0.0282519130228070 -0.0589823639438596 0.0767394745964912 -0.9475612985964912 -0.9424865863157895 -0.9477821559649124 -0.1032925342105263 -0.0428828304736842 -0.0506432189438597 -0.9464235931578944 -0.9624221636842106 -0.9627581771929823 -0.9450228764912282 -0.9393102496491230 -0.9450228764912282 -0.9393102496491230 -0.9671024361403506 -0.9560991459649122 -0.9394047443859652 -0.9158915729824558 -0.9634062229824565 -0.9525362338596490 -0.9771002873684211 -0.9303364717543862 -0.9428640170175437 -0.9840673740350878 -0.9214491110526317 -0.9220672242105264 0.0664521774298246 -0.0866319977508772 0.0208815076140351 -0.9734805387719299 -0.9514054649122806 -0.9637435180701752 -0.9752356777192981 -0.9506814503508774 -0.9698958457894737 0.1865592270350877 -0.2510139124543860 -0.0715339890175439 -0.9316123843859651 -0.9432731461403510 -0.9432396021052633 -0.9528173952631578 -0.9425391742105265 -0.9544557024561404 -0.1147161661408772 -0.1959784633771929 -0.0778747190508772 -0.9459498040350877 -0.9445641075438597 0.0373542193561404 -0.9559140054385965 -0.9553815787719296 0.1909436822105263 -0.9266642970175437 -0.9231087615789475 -0.0701196902631579 -0.9554251382456139 -0.9520884994736840 0.0276252654912281
6 WALKING 0.2836588680701754 -0.0168954189082456 -0.1103031658771930 -0.2965387173684211 0.1642138849964912 -0.5043242071929824 0.9580674550877192 -0.2146948522807018 0.0331888826842105 -0.9777798964912281 -0.9642485680701752 -0.9572050257894740 0.0699585876912281 -0.0164831715964912 -0.0073893120070175 -0.1327847669368421 0.0080889737368421 -0.5757774664912281 -0.0255096186456140 -0.0744462466000000 0.0838808799280702 -0.4460209526315789 -0.3317022678947367 -0.3831393347368420 -0.0878891090105263 -0.0362308971842105 -0.0539597284210526 -0.1826009335438596 -0.4163902461403509 -0.1666844222333333 -0.1668407136315790 -0.2667341673684210 -0.1668407136315790 -0.2667341673684210 -0.1951170260526316 -0.0706029648421052 -0.2812078411228070 -0.3656029167719298 -0.3212904831403509 -0.3647083423157893 -0.1879343231403509 0.1407816219912281 -0.4985201643859650 -0.3452276899999999 0.1016996421689474 -0.5504746217543860 -0.1968417366491229 0.0220734188245614 0.1851070422771930 -0.1509429178245615 -0.0753742321614035 -0.5414386161403508 -0.1926946941438597 0.0314450678263158 -0.6086243542105263 -0.1782951812614036 -0.4663057540350878 -0.1041294490335087 -0.2396507105333333 -0.3413784294736844 -0.2035754587333333 -0.5153238543859648 -0.3320087068421053 -0.5122092335087718 0.0912409729185965 0.0416267535368421 0.3028749497894737 -0.2013866076491228 -0.4216830935087719 0.2000903639561403 -0.0554014233315790 -0.0964999702982456 -0.0092288464543860 -0.3296811233684212 -0.5106483226315789 0.2931096134912280 -0.3665005341228069 -0.4080789064824560 0.1009247317819298
6 WALKING_DOWNSTAIRS 0.2770452581458333 -0.0195368400631250 -0.1072093562083334 0.3836816397916665 0.3601649587685417 -0.3202042325204167 0.9285314552083332 -0.2140463343750000 -0.0030798170470833 -0.9544062675000003 -0.9335776012500001 -0.9343787664583334 0.1036813437083333 0.0098768580716667 -0.0093247061729167 0.1652710708583333 0.2765440295291666 -0.3368173222708333 -0.0960837437708334 -0.0341782208604167 0.0870012595210417 -0.1983038532812501 -0.1892295700000001 -0.0940797929729166 -0.0256452232354167 -0.0768089915604167 -0.0372228650416667 0.0393387960854167 -0.1935084054791667 0.1932064989604167 0.3337547314583333 0.3736119141666667 0.3337547314583333 0.3736119141666667 0.1038450722500000 0.2095021743750000 0.0142677821595833 -0.0426276750979166 -0.0829366854166667 -0.1112284161595833 0.3283085060416667 0.3397711738229166 -0.2776025909166667 0.4033697666666666 0.2832478376249999 -0.4060143105000001 -0.4116493362499998 0.0219111782106250 0.3062531664374999 0.1365549913145833 0.1372024523000000 -0.2830862051250001 0.0886515099394167 0.3412423926041666 -0.3890570471250001 -0.3157576948541667 -0.4843436612499999 -0.0348254245729167 0.0633716052854167 -0.1303274657895834 0.1528452493812500 -0.2867249146104167 -0.2354709761666667 -0.2756672627708333 0.0015044663062500 0.1511258752312500 0.3029636429374999 0.3959580345833334 0.1446227570625000 0.1064794823322917 0.2438342587854167 0.1548088614062500 -0.0016065949708333 -0.0143735434000000 -0.2423538573208333 0.2306930284791666 -0.1327053843645834 -0.1457335454964582 0.0369462966260417
6 WALKING_UPSTAIRS 0.2682293550980392 -0.0272425385070588 -0.1220824387843138 -0.0501350188513725 0.1892761173274509 -0.3535195148960784 0.9136322415686274 -0.3407326088235295 -0.0184608964392157 -0.9593994250980393 -0.9129006831372548 -0.9061963521568629 0.0721067500000000 0.0037134341960784 -0.0023781657941177 -0.1803011560980393 -0.0413994646723529 -0.5608306882352941 -0.0767406825588235 -0.0518981989072549 0.0664234025976471 -0.3219737236470588 -0.3157999016078431 -0.1839001816745098 -0.0652024492378431 -0.0457705354509804 -0.0576800048435294 -0.1867632937470588 -0.4864941209803921 -0.1708147908341177 0.0177790974433333 -0.0791508842176471 0.0177790974433333 -0.0791508842176471 -0.2073797992549020 -0.1699703630392157 -0.1291212441509804 -0.1998937101960785 -0.3428953679215685 -0.4400798513137255 -0.1310753728039216 0.0978035099588235 -0.4272480997254904 -0.0211335627276470 0.1591237771725490 -0.3658741844509804 -0.4451205867509804 -0.0948830032690196 -0.0667867912058824 -0.2448127699607843 -0.1229915943313726 -0.5493146158823530 -0.1868150742352941 -0.0169811409705883 -0.5716739570588235 -0.4419591156078433 -0.5011703396078434 -0.4016838019411764 -0.1150650081568628 -0.3296537796294119 -0.0464142110215686 -0.3902481280392156 -0.3136185714509804 -0.3099980850980392 -0.0559140146313725 -0.1294711909647059 0.0102927666117647 -0.0819479396203921 -0.2221614336666666 -0.0140154345627451 -0.1698682344960784 -0.1777348409223529 -0.0612378407705882 -0.2306270150784314 -0.3181738925450981 0.0144807316545098 -0.4592363337745099 -0.4559377190196078 0.0285053836466667
7 LAYING 0.2501766940384615 -0.0204411516884615 -0.1013610365769231 -0.9365136099999998 -0.9262626686538460 -0.9529783659615383 -0.5028142505769230 0.3934442780769230 0.9075378234615386 -0.9142212700961536 -0.9555435492307691 -0.9619089844230768 0.0968904018076923 0.0250624183634615 -0.0131653918205769 -0.9809777561538460 -0.9730931601923073 -0.9729830642307689 -0.0028264191309615 -0.1336056950576922 0.1559200297692307 -0.9601268224999997 -0.9450719353846153 -0.9552948905769233 -0.1059442434846154 -0.0358897425826923 -0.0671901794615385 -0.9738372324999998 -0.9764837273076924 -0.9888718782692306 -0.9363920238461539 -0.9070395131538460 -0.9363920238461539 -0.9070395131538460 -0.9801272396153846 -0.9673109323076923 -0.9157936348076922 -0.9186624590384618 -0.9830088290384614 -0.9712051378846154 -0.9534242455769230 -0.9421939538461537 -0.9586116446153846 -0.9311205805769233 -0.9229179023076923 -0.9533806463461539 -0.6359130463461539 -0.0438292665807692 0.2371119873230770 -0.9803930469230769 -0.9725316488461536 -0.9695249776923078 -0.9835601753846153 -0.9758861450000000 -0.9750729951923076 0.0207159202961538 -0.0451342616019231 0.0945605852000000 -0.9536845476923081 -0.9575702076923073 -0.9569053109615386 -0.9623482544230768 -0.9397278736538459 -0.9588764125000000 -0.1397452250830769 -0.4537256447692309 0.0144682871075000 -0.9279768806346157 -0.9105424629192308 -0.1290910251692307 -0.9680662592307693 -0.9653592280769229 0.2176052867038461 -0.9411307192307691 -0.9188925186538464 -0.2657844910923078 -0.9741179121153846 -0.9694030353846157 0.1044229529230769
7 SITTING 0.2846746372916667 -0.0146109758037500 -0.1224645976250000 -0.9726683745833332 -0.9094546985416668 -0.8565329414374999 0.9691478243750002 0.0060884664604167 0.0649636250354167 -0.9570824333333333 -0.9454362645833333 -0.8686025354166668 0.0668519793125000 0.0116863419310417 0.0162004141964583 -0.9821580981249999 -0.9694586764583329 -0.9722564727083335 -0.0496379719712500 -0.0336119646562500 0.0259476655145833 -0.9418709533333333 -0.9441243364583333 -0.9370212085416667 -0.0938155625083333 -0.0396444885000000 -0.0454566269166667 -0.9743690456250002 -0.9810246806249997 -0.9809546654166666 -0.9184321070833336 -0.8819576197708335 -0.9184321070833336 -0.8819576197708335 -0.9765596764583333 -0.9702432741666662 -0.8978705349999999 -0.8980633143750002 -0.9816651222916666 -0.9762144302083332 -0.9726971268750001 -0.9314906337499997 -0.9046753379166667 -0.9728799660416666 -0.9046291958333331 -0.8440830529166669 -0.0334312226625000 0.0147166711666667 -0.1017660835625000 -0.9820372439583335 -0.9694236129166667 -0.9685035047916668 -0.9840263443749998 -0.9718149802083337 -0.9746991943750000 0.1801325815083333 -0.0815021323520833 -0.0857527580416666 -0.9436317574999998 -0.9566780650000001 -0.9474199325000000 -0.9427264225000002 -0.9382447200000001 -0.9398260181250002 -0.0716302304750000 -0.3087623291606250 -0.0187739586583333 -0.9089567762500003 -0.8869156382500002 -0.0112330111875000 -0.9709541841666666 -0.9684948675000001 0.1812297252499999 -0.9330819552083333 -0.8958049781250000 -0.1428308913833333 -0.9786349914583333 -0.9749659387500000 0.0553638918958334
7 STANDING 0.2827235394339623 -0.0145740341037736 -0.0997778303207547 -0.9793075703773584 -0.9234009218867922 -0.9170641684905662 0.9587286879245283 -0.1176070489245283 -0.0516573721320755 -0.9879175039622644 -0.9661629986792455 -0.9391610147169809 0.0751915112830189 0.0069470035407547 -0.0108420294035849 -0.9764035447169810 -0.9658106096226415 -0.9720600532075473 -0.0291582212545283 -0.0774336443396226 0.0851045000566038 -0.9452476873584903 -0.9496469467924531 -0.9516307773584903 -0.0901539662169812 -0.0412797611886792 -0.0545390015471698 -0.9659833975471699 -0.9768377573584905 -0.9781667909433965 -0.9427246592452833 -0.9335901567924532 -0.9427246592452833 -0.9335901567924532 -0.9733813062264152 -0.9685663560377356 -0.9434255645283018 -0.9184389588679245 -0.9773770830188678 -0.9721079300000000 -0.9766818343396230 -0.9418837837735849 -0.9385505198113206 -0.9805413360377361 -0.9191187530188680 -0.9123588137735845 -0.0797047282452830 -0.1597300590037736 0.0009889401075472 -0.9763230862264151 -0.9671650930188679 -0.9682296430188675 -0.9787290828301886 -0.9668502901886790 -0.9745337107547170 0.0987748536890000 -0.1884797354660377 -0.0891602062907547 -0.9381216377358490 -0.9575486713207545 -0.9571650562264148 -0.9478919862264150 -0.9458181577358489 -0.9543394064150945 -0.1880576059811321 -0.2984486981509434 -0.1881166280339622 -0.9456114503773584 -0.9372879650943396 -0.0288451773293208 -0.9674178883018868 -0.9690921618867924 0.2567594398603775 -0.9387049849056603 -0.9198481390566037 -0.1871816700207547 -0.9736711686792452 -0.9718994183018866 0.0954707400377358
7 WALKING 0.2755929617543860 -0.0186536653456140 -0.1109122349473684 -0.3272432407017545 -0.0772618561052632 0.1596312832614035 0.9325664722807019 -0.1590970036842105 -0.1608469240298070 -0.9798512714035086 -0.9694041550877196 -0.9521597705263160 0.0901462649192982 0.0184322723280702 -0.0210398551649123 -0.3460262261403507 -0.0547448948245614 -0.1494885143978948 0.0022883520852632 -0.0837113724842106 0.0641104602035088 -0.5033135170175441 -0.2310983054561405 -0.3960135352631578 -0.1236541997513333 -0.0447766029745614 -0.0495713093294737 -0.2116672968280702 -0.1741364107385965 -0.4583029714035090 -0.0978090439438596 -0.1985547083859649 -0.0978090439438596 -0.1985547083859649 -0.1929489004385964 -0.0275573292771930 -0.3059593514035088 -0.1982831669561403 -0.3000227799649123 -0.0953401161070176 -0.3430484057894738 -0.0641564202736842 0.0385832252345614 -0.3220349080701754 -0.1437218232631579 0.1333168280892982 -0.3137273718421053 0.1604341290350876 0.1246301711017544 -0.3837157977192982 -0.1231928873836842 -0.1064903728926316 -0.3653147909473684 -0.0431917460807017 -0.1907515392070176 -0.2845865062105263 -0.2870138191578947 -0.2448317198789474 -0.3183951046666668 -0.1519666874368421 -0.3667336178947368 -0.5636152566666669 -0.2908593790175439 -0.4632700182456139 0.1119125373807018 0.2731413233157895 0.0143564054561404 -0.1512436495789474 -0.3517067805263158 0.1729978835456140 -0.0384187298547369 -0.0221383580000000 -0.0127446365087719 -0.1929097654678948 -0.3438949149473685 0.3003157180877193 -0.1553398558626316 -0.0841663774087718 0.0008803400473684
7 WALKING_DOWNSTAIRS 0.2803070799999999 -0.0166332372978723 -0.0969383085872341 0.0660815600978723 -0.1381790727340426 -0.0636402447755319 0.9306236327659576 -0.1298716730638298 -0.1549355385446809 -0.9648759629787232 -0.9526786936170212 -0.9287564689361700 0.0968926184638298 -0.0191061075170213 -0.0160390392510638 0.0285033927287234 -0.2962796747595744 -0.3471077580212765 -0.1054096129617021 -0.0497174606063830 0.1168947690427660 -0.4077440960000000 -0.2926261360638298 -0.4010514155319149 -0.0597273512680851 -0.0381904275744681 -0.0789469342553192 -0.5107310182978723 -0.2995202052085107 -0.4252003715531914 0.0198795285851064 0.2145440280887234 0.0198795285851064 0.2145440280887234 -0.1703196193729787 0.0901836280510638 -0.1887408188723405 -0.2597516034468085 -0.3992299591489362 -0.2947786769361701 0.0443428315319149 -0.1453023114468085 -0.1392162221063830 0.0730110797851064 -0.1901871412978724 -0.1001214925297872 -0.3656505494468085 -0.0314736615829787 0.0824424244404255 -0.0305226686191489 -0.3162365103191490 -0.2964949027659574 -0.0042628914468085 -0.3243785603191490 -0.3977745034680850 -0.3336272889787233 -0.4141962840851064 -0.3820241515106383 -0.3393014699999999 -0.2144430729361703 -0.2996002676808509 -0.4327309744468087 -0.3517177431914894 -0.4951200531914894 -0.2198677020340425 0.2005662714523403 0.0076371946000000 0.2189110661914894 0.0214440976893617 0.0038029811063830 0.0673898861063830 0.1078568403021277 -0.0373844402161702 -0.2550450574042554 -0.3969096517021277 0.2352009264893616 -0.2890966771914894 -0.3535446956787234 0.0819463659585106
7 WALKING_UPSTAIRS 0.2487069230784314 -0.0275639005607843 -0.1437696888039216 -0.2948729744509804 -0.3261600225490195 -0.1456650256392157 0.8187465600000000 -0.2409509441176471 -0.4035997096078431 -0.9328230533333335 -0.9397742554901961 -0.8816759096078431 0.0724649938509804 -0.0008123870784314 -0.0000745196666667 -0.4151531158823529 -0.5198975956862745 -0.6078084362745098 -0.1387781080294118 -0.0024716197300000 0.1392170715098039 -0.3638532368627450 -0.5729968207843138 -0.3489800514117649 -0.0856640866647059 -0.0482219105196079 -0.0724517478274510 -0.6168126592156863 -0.6712437396078430 -0.6821841756862745 -0.1980744379784314 -0.3347446074509803 -0.1980744379784314 -0.3347446074509803 -0.4586952323529412 -0.4712657109803922 -0.2390991656274510 -0.4181448521568628 -0.6619697719607841 -0.6764280725490197 -0.3361994264705883 -0.3815905231372548 -0.3174610213725491 -0.2798700862156863 -0.3410255529411765 -0.1249122694431373 -0.4326845901960785 -0.1350791767901961 -0.2737305213605882 -0.4546478819607843 -0.5370756700000000 -0.5817645268627453 -0.4269740256862744 -0.5341913025490195 -0.6319196088235296 -0.3911825496294117 -0.4253138222941176 -0.6275554737254901 -0.3838893427450981 -0.5679202664705882 -0.4081502666666668 -0.3686369614705882 -0.5799646147058825 -0.3930628906470588 -0.3293459366470589 -0.0541175360431373 -0.3461055752549019 -0.3786187615686276 -0.4153071066666665 -0.0892278153411765 -0.4547832474509805 -0.4974413631372547 0.0458636458607843 -0.5339829458823528 -0.4449944818823529 -0.1652008966484510 -0.6733272819607843 -0.7040909678431372 0.0473349272549020
8 LAYING 0.2612542829074074 -0.0212281733881481 -0.1022453656111111 -0.9430412153703704 -0.9348911600000003 -0.9324914544074073 -0.4059300361111111 0.5899224348148147 0.7198315392592592 -0.9188731923333331 -0.9579900364814816 -0.9418362633703702 0.0878326902592593 0.0233299159137037 -0.0169218791344444 -0.9732530422222224 -0.9765209520370370 -0.9660875746296299 0.0053536120685185 -0.0891374138592593 0.1381883073703704 -0.9652040175925927 -0.9520393857407405 -0.9675897546296298 -0.1064450083148148 -0.0389735198722222 -0.0694123150925926 -0.9699240774074073 -0.9741864518518520 -0.9876012037037037 -0.9353086338888889 -0.9132503299999999 -0.9353086338888889 -0.9132503299999999 -0.9731474896296297 -0.9629545172222221 -0.9242533485185186 -0.9324707644444449 -0.9784381912962964 -0.9690291116666666 -0.9535385638888888 -0.9518166637037035 -0.9442695140740741 -0.9401252983333336 -0.9312367569629629 -0.9311464975185186 -0.3072483743666666 0.0053975435740741 0.1924357870877778 -0.9731105961111113 -0.9758774374074073 -0.9621111366666669 -0.9759599114814812 -0.9791708816666668 -0.9686992229629628 0.1649842989592592 0.0066728642111111 0.1202487396351852 -0.9579038861111111 -0.9574111601851854 -0.9674612390740739 -0.9678463607407409 -0.9503164709259257 -0.9706719664814815 -0.1055909039722222 -0.1998802055190741 0.2135683822001852 -0.9322796455185188 -0.9172579794259259 0.0484988463518519 -0.9617928524074073 -0.9637910942592592 0.3508226013333332 -0.9445289505555559 -0.9367869699999994 -0.0620563752462963 -0.9684039459259259 -0.9717932798148147 0.2193712461425926
8 SITTING 0.2674914729347826 -0.0067255062130435 -0.1044610491304348 -0.9790261523913045 -0.9273319970217393 -0.9395530302173911 0.8324538780434783 0.2400951170652175 0.2638951855217392 -0.9667579671739130 -0.9374623013695652 -0.9354753315217395 0.0786713761086957 -0.0065751630671304 -0.0106808920069565 -0.9851887536956522 -0.9807846060869564 -0.9852858071739129 -0.0547396987173913 -0.0955089236521739 0.0716048809782609 -0.9845240528260872 -0.9715006967391303 -0.9596235484782610 -0.0923150250434782 -0.0402673770652174 -0.0445732240217391 -0.9932646473913044 -0.9888762767391306 -0.9852414054347828 -0.9521397043478261 -0.9299436156304351 -0.9521397043478261 -0.9299436156304351 -0.9860615121739131 -0.9806673773913041 -0.9326822432608693 -0.9530016321739128 -0.9918074280434783 -0.9867566708695648 -0.9811429097826085 -0.9442197182608696 -0.9594362758695653 -0.9782567306521741 -0.9238299693478262 -0.9338898465217389 -0.1641873730978261 0.1072783385195652 0.0600484578260870 -0.9849772706521740 -0.9802211045652175 -0.9829953110869567 -0.9869136106521736 -0.9830387834782613 -0.9861853493478260 0.2278286170000001 0.0527157003152174 0.0088376808152174 -0.9822003097826086 -0.9765898900000003 -0.9617986769565219 -0.9853393015217388 -0.9689244332608699 -0.9626322539130434 0.1167415568239131 -0.2611394495130434 -0.0430176558469565 -0.9479817834782610 -0.9317212400000000 0.1215430010921739 -0.9809322923913044 -0.9793202117391304 0.3067875609130435 -0.9658067893478259 -0.9532511565217391 -0.1411262026739130 -0.9877306041304349 -0.9861472626086957 0.1666387477826086
8 STANDING 0.2796209861111111 -0.0148113067148148 -0.1061149968370370 -0.9888154181481481 -0.9384794290740742 -0.9260652551851852 0.9576699211111109 -0.0904603488214815 -0.0979392024814815 -0.9876902172222222 -0.9589041140740743 -0.9182939137037036 0.0753739045185185 0.0081495172746296 0.0032215326764815 -0.9891988798148148 -0.9764421407407409 -0.9826108992592594 -0.0219671978203704 -0.0280117633814815 0.0636889070000000 -0.9729903798148150 -0.9694210455555550 -0.9741183224074074 -0.0977575760000000 -0.0485190684259259 -0.0478483225666667 -0.9815730857407408 -0.9855087651851853 -0.9892709007407409 -0.9537628840740742 -0.9371871852222222 -0.9537628840740742 -0.9371871852222222 -0.9849207977777781 -0.9799322390740740 -0.9528484968518518 -0.9532247896296296 -0.9875805877777777 -0.9824603322222223 -0.9882198622222219 -0.9500491000000001 -0.9503629355555553 -0.9891837496296295 -0.9362317227777779 -0.9197449638888888 0.0231155666555556 0.0771842726148148 0.1211814738148148 -0.9890292385185185 -0.9761776750000002 -0.9794771933333334 -0.9904140868518518 -0.9785817299999999 -0.9844657444444446 0.2672962308240741 -0.0598195579537037 0.0692831244296296 -0.9696774359259263 -0.9725954870370370 -0.9755122766666668 -0.9742009975925925 -0.9680554959259261 -0.9759764561111116 -0.1542431870481482 -0.1973925131129630 0.0222011082111111 -0.9537460707407411 -0.9386281863222222 0.1106468455814815 -0.9797458720370370 -0.9791354409259259 0.3080606338851852 -0.9645642240740743 -0.9541198262962962 -0.1087803156873870 -0.9837092333333333 -0.9818323362962960 0.1791736899629630
8 WALKING 0.2746863100000000 -0.0186628865310417 -0.1072520908333334 -0.1736057360020833 0.3807820527083333 -0.1420885318125000 0.9135863479166666 -0.2171021945833333 -0.1862678369620208 -0.9747520502083332 -0.9567815056249999 -0.9566401047916666 0.0703393490833333 -0.0060394751458333 -0.0006737988768750 -0.2586886278125000 0.2339875444583333 -0.3832005964791667 0.0235088228254167 -0.0957917905350000 0.0509657915395833 -0.1992097184375000 -0.2119972775000001 -0.0754447842395833 -0.1358864313604167 -0.0314880905541667 -0.0522683965333333 -0.2460827504375000 -0.4280557002083332 -0.3884469716666667 0.0516786278104167 -0.1804072825999999 0.0516786278104167 -0.1804072825999999 -0.0668322430433333 -0.1845710539791666 -0.0031024382012500 -0.2387467039583333 -0.3391292695833333 -0.5029572554166666 -0.2473890118750001 0.3169823933333334 -0.2386345947916667 -0.1483868588583333 0.3248449312500000 -0.1584373419708333 -0.3808924057708334 0.0035616376416667 0.1119472053541667 -0.3111987110416667 0.0796832872416667 -0.3615632620833333 -0.2714481852916666 0.3158835364791666 -0.4044825094374998 -0.3458981154166667 -0.4192779011875000 -0.2474853992125000 -0.1020630538083333 -0.2597296923333335 -0.1329021994791667 -0.2342520058958334 -0.1908057214999999 -0.1429742348125000 -0.1760320656666667 -0.1028816075604167 -0.2188007537604167 -0.0952172827437500 -0.3608189785416666 0.2040808879166667 -0.1238344097666666 -0.2764361301250001 0.1761898762666667 -0.3012418486458334 -0.3274595778958333 0.0890005737952084 -0.4730262308333335 -0.5812401908333334 0.2945900066666667
8 WALKING_DOWNSTAIRS 0.2834840892105262 -0.0211058674973684 -0.1075981353947369 0.0241393473736842 0.3438262731052632 0.1337170395000000 0.9140234984210526 -0.1876102434210526 -0.1418179349636842 -0.9457665615789472 -0.9415809344736843 -0.8971900126315787 0.1189380883421053 -0.0380193846210526 -0.0394356157631579 0.2501437245210527 0.2881407187894736 -0.0135136269000000 -0.1211896259736842 -0.0500760173342105 0.1141438551523685 -0.2584308855315789 0.0243131207736842 -0.1295652427105263 -0.0349283489710526 -0.0534969692794737 -0.0867903297078947 -0.2678878973289473 -0.0704526510842105 -0.1896044435000000 0.1765993118184211 0.1313378672368421 0.1765993118184211 0.1313378672368421 0.2626284902684210 0.2534082561000000 0.0993429744078947 -0.0466291872078948 -0.1261891428947368 -0.1574848668421053 0.1365901998605263 0.3884127797631579 0.1595897565342105 -0.0260463260078947 0.2321840780526315 0.0214914840105263 -0.2007578510000000 0.0511555478315790 0.2230784895631579 0.2148414028157895 0.2206396878684211 0.0586096890447369 0.1726589820657895 0.2739437917736842 -0.0846674186842105 -0.1709978971973685 -0.3376509652368421 -0.1803913385236842 -0.1307404452368421 0.1160908790263157 0.0277498065176316 -0.3027351026315790 -0.0461356322868421 -0.2682534062105264 -0.1771729587605263 0.0716794237631579 -0.0051304019078947 0.3016267573157895 -0.1561410935789473 0.2291445695815790 0.3315284599210527 0.1347347312368421 0.1814225359657895 -0.0003627296736842 -0.2555903142105263 0.2676759828684210 -0.1251795867447368 -0.2629844700000000 0.2428436187368420
